DriverNumber,Abbreviation,TeamName,Position,Points,Status,GridPosition,Year,Round,EventName
27,HUL,Haas F1 Team,10.0,1.0,Finished,15.0,2024,2,Saudi Arabian Grand Prix
23,ALB,Williams,11.0,0.0,Finished,12.0,2024,2,Saudi Arabian Grand Prix
20,MAG,Haas F1 Team,12.0,0.0,Finished,13.0,2024,2,Saudi Arabian Grand Prix
31,OCO,Alpine,13.0,0.0,Lapped,17.0,2024,2,Saudi Arabian Grand Prix
2,SAR,Williams,14.0,0.0,Lapped,19.0,2024,2,Saudi Arabian Grand Prix
22,TSU,RB,15.0,0.0,Lapped,9.0,2024,2,Saudi Arabian Grand Prix
3,RIC,RB,16.0,0.0,Lapped,14.0,2024,2,Saudi Arabian Grand Prix
77,BOT,Kick Sauber,17.0,0.0,Lapped,16.0,2024,2,Saudi Arabian Grand Prix
24,ZHO,Kick Sauber,18.0,0.0,Lapped,20.0,2024,2,Saudi Arabian Grand Prix
18,STR,Aston Martin,19.0,0.0,Retired,10.0,2024,2,Saudi Arabian Grand Prix
10,GAS,Alpine,20.0,0.0,Retired,18.0,2024,2,Saudi Arabian Grand Prix
55,SAI,Ferrari,1.0,25.0,Finished,2.0,2024,3,Australian Grand Prix
16,LEC,Ferrari,2.0,19.0,Finished,4.0,2024,3,Australian Grand Prix
4,NOR,McLaren,3.0,15.0,Finished,3.0,2024,3,Australian Grand Prix
81,PIA,McLaren,4.0,12.0,Finished,5.0,2024,3,Australian Grand Prix
11,PER,Red Bull Racing,5.0,10.0,Finished,6.0,2024,3,Australian Grand Prix
18,STR,Aston Martin,6.0,8.0,Finished,9.0,2024,3,Australian Grand Prix
22,TSU,RB,7.0,6.0,Finished,8.0,2024,3,Australian Grand Prix
14,ALO,Aston Martin,8.0,4.0,Finished,10.0,2024,3,Australian Grand Prix
27,HUL,Haas F1 Team,9.0,2.0,Finished,16.0,2024,3,Australian Grand Prix
20,MAG,Haas F1 Team,10.0,1.0,Lapped,14.0,2024,3,Australian Grand Prix
23,ALB,Williams,11.0,0.0,Lapped,12.0,2024,3,Australian Grand Prix
3,RIC,RB,12.0,0.0,Lapped,18.0,2024,3,Australian Grand Prix
10,GAS,Alpine,13.0,0.0,Lapped,17.0,2024,3,Australian Grand Prix
77,BOT,Kick Sauber,14.0,0.0,Lapped,13.0,2024,3,Australian Grand Prix
24,ZHO,Kick Sauber,15.0,0.0,Lapped,19.0,2024,3,Australian Grand Prix
31,OCO,Alpine,16.0,0.0,Lapped,15.0,2024,3,Australian Grand Prix
63,RUS,Mercedes,17.0,0.0,Retired,7.0,2024,3,Australian Grand Prix
44,HAM,Mercedes,18.0,0.0,Retired,11.0,2024,3,Australian Grand Prix
1,VER,Red Bull Racing,19.0,0.0,Retired,1.0,2024,3,Australian Grand Prix
1,VER,Red Bull Racing,1.0,26.0,Finished,1.0,2024,4,Japanese Grand Prix
11,PER,Red Bull Racing,2.0,18.0,Finished,2.0,2024,4,Japanese Grand Prix
55,SAI,Ferrari,3.0,15.0,Finished,4.0,2024,4,Japanese Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,8.0,2024,4,Japanese Grand Prix
4,NOR,McLaren,5.0,10.0,Finished,3.0,2024,4,Japanese Grand Prix
14,ALO,Aston Martin,6.0,8.0,Finished,5.0,2024,4,Japanese Grand Prix
63,RUS,Mercedes,7.0,6.0,Finished,9.0,2024,4,Japanese Grand Prix
81,PIA,McLaren,8.0,4.0,Finished,6.0,2024,4,Japanese Grand Prix
44,HAM,Mercedes,9.0,2.0,Finished,7.0,2024,4,Japanese Grand Prix
22,TSU,RB,10.0,1.0,Lapped,10.0,2024,4,Japanese Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Lapped,12.0,2024,4,Japanese Grand Prix
18,STR,Aston Martin,12.0,0.0,Lapped,16.0,2024,4,Japanese Grand Prix
20,MAG,Haas F1 Team,13.0,0.0,Lapped,18.0,2024,4,Japanese Grand Prix
77,BOT,Kick Sauber,14.0,0.0,Lapped,13.0,2024,4,Japanese Grand Prix
31,OCO,Alpine,15.0,0.0,Lapped,15.0,2024,4,Japanese Grand Prix
10,GAS,Alpine,16.0,0.0,Lapped,17.0,2024,4,Japanese Grand Prix
2,SAR,Williams,17.0,0.0,Lapped,19.0,2024,4,Japanese Grand Prix
24,ZHO,Kick Sauber,18.0,0.0,Retired,20.0,2024,4,Japanese Grand Prix
3,RIC,RB,19.0,0.0,Retired,11.0,2024,4,Japanese Grand Prix
23,ALB,Williams,20.0,0.0,Retired,14.0,2024,4,Japanese Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2024,5,Chinese Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,4.0,2024,5,Chinese Grand Prix
11,PER,Red Bull Racing,3.0,15.0,Finished,2.0,2024,5,Chinese Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,6.0,2024,5,Chinese Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,7.0,2024,5,Chinese Grand Prix
63,RUS,Mercedes,6.0,8.0,Finished,8.0,2024,5,Chinese Grand Prix
14,ALO,Aston Martin,7.0,7.0,Finished,3.0,2024,5,Chinese Grand Prix
81,PIA,McLaren,8.0,4.0,Finished,5.0,2024,5,Chinese Grand Prix
44,HAM,Mercedes,9.0,2.0,Finished,18.0,2024,5,Chinese Grand Prix
27,HUL,Haas F1 Team,10.0,1.0,Finished,9.0,2024,5,Chinese Grand Prix
31,OCO,Alpine,11.0,0.0,Finished,13.0,2024,5,Chinese Grand Prix
23,ALB,Williams,12.0,0.0,Finished,14.0,2024,5,Chinese Grand Prix
10,GAS,Alpine,13.0,0.0,Finished,15.0,2024,5,Chinese Grand Prix
24,ZHO,Kick Sauber,14.0,0.0,Finished,16.0,2024,5,Chinese Grand Prix
18,STR,Aston Martin,15.0,0.0,Finished,11.0,2024,5,Chinese Grand Prix
20,MAG,Haas F1 Team,16.0,0.0,Finished,17.0,2024,5,Chinese Grand Prix
2,SAR,Williams,17.0,0.0,Finished,20.0,2024,5,Chinese Grand Prix
3,RIC,RB,18.0,0.0,Retired,12.0,2024,5,Chinese Grand Prix
22,TSU,RB,19.0,0.0,Retired,19.0,2024,5,Chinese Grand Prix
77,BOT,Kick Sauber,20.0,0.0,Retired,10.0,2024,5,Chinese Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,5.0,2024,6,Miami Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,1.0,2024,6,Miami Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,2.0,2024,6,Miami Grand Prix
11,PER,Red Bull Racing,4.0,12.0,Finished,4.0,2024,6,Miami Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,3.0,2024,6,Miami Grand Prix
44,HAM,Mercedes,6.0,8.0,Finished,8.0,2024,6,Miami Grand Prix
22,TSU,RB,7.0,6.0,Finished,10.0,2024,6,Miami Grand Prix
63,RUS,Mercedes,8.0,4.0,Finished,7.0,2024,6,Miami Grand Prix
14,ALO,Aston Martin,9.0,2.0,Finished,15.0,2024,6,Miami Grand Prix
31,OCO,Alpine,10.0,1.0,Finished,13.0,2024,6,Miami Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Finished,9.0,2024,6,Miami Grand Prix
10,GAS,Alpine,12.0,0.0,Finished,12.0,2024,6,Miami Grand Prix
81,PIA,McLaren,13.0,0.0,Finished,6.0,2024,6,Miami Grand Prix
24,ZHO,Kick Sauber,14.0,0.0,Finished,19.0,2024,6,Miami Grand Prix
3,RIC,RB,15.0,0.0,Finished,20.0,2024,6,Miami Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Finished,16.0,2024,6,Miami Grand Prix
18,STR,Aston Martin,17.0,0.0,Finished,11.0,2024,6,Miami Grand Prix
23,ALB,Williams,18.0,0.0,Finished,14.0,2024,6,Miami Grand Prix
20,MAG,Haas F1 Team,19.0,0.0,Finished,18.0,2024,6,Miami Grand Prix
2,SAR,Williams,20.0,0.0,Retired,17.0,2024,6,Miami Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2024,7,Emilia Romagna Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,2.0,2024,7,Emilia Romagna Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,3.0,2024,7,Emilia Romagna Grand Prix
81,PIA,McLaren,4.0,12.0,Finished,5.0,2024,7,Emilia Romagna Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,4.0,2024,7,Emilia Romagna Grand Prix
44,HAM,Mercedes,6.0,8.0,Finished,8.0,2024,7,Emilia Romagna Grand Prix
63,RUS,Mercedes,7.0,7.0,Finished,6.0,2024,7,Emilia Romagna Grand Prix
11,PER,Red Bull Racing,8.0,4.0,Finished,11.0,2024,7,Emilia Romagna Grand Prix
18,STR,Aston Martin,9.0,2.0,Finished,13.0,2024,7,Emilia Romagna Grand Prix
22,TSU,RB,10.0,1.0,Lapped,7.0,2024,7,Emilia Romagna Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Lapped,10.0,2024,7,Emilia Romagna Grand Prix
20,MAG,Haas F1 Team,12.0,0.0,Lapped,18.0,2024,7,Emilia Romagna Grand Prix
3,RIC,RB,13.0,0.0,Lapped,9.0,2024,7,Emilia Romagna Grand Prix
31,OCO,Alpine,14.0,0.0,Lapped,12.0,2024,7,Emilia Romagna Grand Prix
24,ZHO,Kick Sauber,15.0,0.0,Lapped,17.0,2024,7,Emilia Romagna Grand Prix
10,GAS,Alpine,16.0,0.0,Lapped,15.0,2024,7,Emilia Romagna Grand Prix
2,SAR,Williams,17.0,0.0,Lapped,19.0,2024,7,Emilia Romagna Grand Prix
77,BOT,Kick Sauber,18.0,0.0,Lapped,16.0,2024,7,Emilia Romagna Grand Prix
14,ALO,Aston Martin,19.0,0.0,Lapped,20.0,2024,7,Emilia Romagna Grand Prix
23,ALB,Williams,20.0,0.0,Retired,14.0,2024,7,Emilia Romagna Grand Prix
16,LEC,Ferrari,1.0,25.0,Finished,1.0,2024,8,Monaco Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,2.0,2024,8,Monaco Grand Prix
55,SAI,Ferrari,3.0,15.0,Finished,3.0,2024,8,Monaco Grand Prix
4,NOR,McLaren,4.0,12.0,Finished,4.0,2024,8,Monaco Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,5.0,2024,8,Monaco Grand Prix
1,VER,Red Bull Racing,6.0,8.0,Finished,6.0,2024,8,Monaco Grand Prix
44,HAM,Mercedes,7.0,7.0,Finished,7.0,2024,8,Monaco Grand Prix
22,TSU,RB,8.0,4.0,Lapped,8.0,2024,8,Monaco Grand Prix
23,ALB,Williams,9.0,2.0,Lapped,9.0,2024,8,Monaco Grand Prix
10,GAS,Alpine,10.0,1.0,Lapped,10.0,2024,8,Monaco Grand Prix
14,ALO,Aston Martin,11.0,0.0,Lapped,14.0,2024,8,Monaco Grand Prix
3,RIC,RB,12.0,0.0,Lapped,12.0,2024,8,Monaco Grand Prix
77,BOT,Kick Sauber,13.0,0.0,Lapped,17.0,2024,8,Monaco Grand Prix
18,STR,Aston Martin,14.0,0.0,Lapped,13.0,2024,8,Monaco Grand Prix
2,SAR,Williams,15.0,0.0,Lapped,15.0,2024,8,Monaco Grand Prix
24,ZHO,Kick Sauber,16.0,0.0,Lapped,18.0,2024,8,Monaco Grand Prix
31,OCO,Alpine,17.0,0.0,Retired,11.0,2024,8,Monaco Grand Prix
11,PER,Red Bull Racing,18.0,0.0,Retired,16.0,2024,8,Monaco Grand Prix
27,HUL,Haas F1 Team,19.0,0.0,Retired,19.0,2024,8,Monaco Grand Prix
20,MAG,Haas F1 Team,20.0,0.0,Retired,20.0,2024,8,Monaco Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,2.0,2024,9,Canadian Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,3.0,2024,9,Canadian Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,1.0,2024,9,Canadian Grand Prix
44,HAM,Mercedes,4.0,13.0,Finished,7.0,2024,9,Canadian Grand Prix
81,PIA,McLaren,5.0,10.0,Finished,4.0,2024,9,Canadian Grand Prix
14,ALO,Aston Martin,6.0,8.0,Finished,6.0,2024,9,Canadian Grand Prix
18,STR,Aston Martin,7.0,6.0,Finished,9.0,2024,9,Canadian Grand Prix
3,RIC,RB,8.0,4.0,Finished,5.0,2024,9,Canadian Grand Prix
10,GAS,Alpine,9.0,2.0,Finished,15.0,2024,9,Canadian Grand Prix
31,OCO,Alpine,10.0,1.0,Finished,18.0,2024,9,Canadian Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Finished,17.0,2024,9,Canadian Grand Prix
20,MAG,Haas F1 Team,12.0,0.0,Finished,14.0,2024,9,Canadian Grand Prix
77,BOT,Kick Sauber,13.0,0.0,Finished,19.0,2024,9,Canadian Grand Prix
22,TSU,RB,14.0,0.0,Finished,8.0,2024,9,Canadian Grand Prix
24,ZHO,Kick Sauber,15.0,0.0,Lapped,20.0,2024,9,Canadian Grand Prix
55,SAI,Ferrari,16.0,0.0,Retired,12.0,2024,9,Canadian Grand Prix
23,ALB,Williams,17.0,0.0,Retired,10.0,2024,9,Canadian Grand Prix
11,PER,Red Bull Racing,18.0,0.0,Retired,16.0,2024,9,Canadian Grand Prix
16,LEC,Ferrari,19.0,0.0,Retired,11.0,2024,9,Canadian Grand Prix
2,SAR,Williams,20.0,0.0,Retired,13.0,2024,9,Canadian Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,2.0,2024,10,Spanish Grand Prix
4,NOR,McLaren,2.0,19.0,Finished,1.0,2024,10,Spanish Grand Prix
44,HAM,Mercedes,3.0,15.0,Finished,3.0,2024,10,Spanish Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,4.0,2024,10,Spanish Grand Prix
16,LEC,Ferrari,5.0,10.0,Finished,5.0,2024,10,Spanish Grand Prix
55,SAI,Ferrari,6.0,8.0,Finished,6.0,2024,10,Spanish Grand Prix
81,PIA,McLaren,7.0,6.0,Finished,9.0,2024,10,Spanish Grand Prix
11,PER,Red Bull Racing,8.0,4.0,Finished,11.0,2024,10,Spanish Grand Prix
10,GAS,Alpine,9.0,2.0,Finished,7.0,2024,10,Spanish Grand Prix
31,OCO,Alpine,10.0,1.0,Finished,8.0,2024,10,Spanish Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Finished,13.0,2024,10,Spanish Grand Prix
14,ALO,Aston Martin,12.0,0.0,Lapped,10.0,2024,10,Spanish Grand Prix
24,ZHO,Kick Sauber,13.0,0.0,Lapped,15.0,2024,10,Spanish Grand Prix
18,STR,Aston Martin,14.0,0.0,Lapped,14.0,2024,10,Spanish Grand Prix
3,RIC,RB,15.0,0.0,Lapped,18.0,2024,10,Spanish Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Lapped,12.0,2024,10,Spanish Grand Prix
20,MAG,Haas F1 Team,17.0,0.0,Lapped,16.0,2024,10,Spanish Grand Prix
23,ALB,Williams,18.0,0.0,Lapped,20.0,2024,10,Spanish Grand Prix
22,TSU,RB,19.0,0.0,Lapped,17.0,2024,10,Spanish Grand Prix
2,SAR,Williams,20.0,0.0,Lapped,19.0,2024,10,Spanish Grand Prix
63,RUS,Mercedes,1.0,25.0,Finished,3.0,2024,11,Austrian Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,7.0,2024,11,Austrian Grand Prix
55,SAI,Ferrari,3.0,15.0,Finished,4.0,2024,11,Austrian Grand Prix
44,HAM,Mercedes,4.0,12.0,Finished,5.0,2024,11,Austrian Grand Prix
1,VER,Red Bull Racing,5.0,10.0,Finished,1.0,2024,11,Austrian Grand Prix
27,HUL,Haas F1 Team,6.0,8.0,Finished,9.0,2024,11,Austrian Grand Prix
11,PER,Red Bull Racing,7.0,6.0,Finished,8.0,2024,11,Austrian Grand Prix
20,MAG,Haas F1 Team,8.0,4.0,Finished,12.0,2024,11,Austrian Grand Prix
3,RIC,RB,9.0,2.0,Finished,11.0,2024,11,Austrian Grand Prix
10,GAS,Alpine,10.0,1.0,Finished,13.0,2024,11,Austrian Grand Prix
16,LEC,Ferrari,11.0,0.0,Finished,6.0,2024,11,Austrian Grand Prix
31,OCO,Alpine,12.0,0.0,Finished,10.0,2024,11,Austrian Grand Prix
18,STR,Aston Martin,13.0,0.0,Lapped,17.0,2024,11,Austrian Grand Prix
22,TSU,RB,14.0,0.0,Lapped,14.0,2024,11,Austrian Grand Prix
23,ALB,Williams,15.0,0.0,Lapped,16.0,2024,11,Austrian Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Lapped,18.0,2024,11,Austrian Grand Prix
24,ZHO,Kick Sauber,17.0,0.0,Lapped,20.0,2024,11,Austrian Grand Prix
14,ALO,Aston Martin,18.0,0.0,Lapped,15.0,2024,11,Austrian Grand Prix
2,SAR,Williams,19.0,0.0,Lapped,19.0,2024,11,Austrian Grand Prix
4,NOR,McLaren,20.0,0.0,Lapped,2.0,2024,11,Austrian Grand Prix
44,HAM,Mercedes,1.0,25.0,Finished,2.0,2024,12,British Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,4.0,2024,12,British Grand Prix
4,NOR,McLaren,3.0,15.0,Finished,3.0,2024,12,British Grand Prix
81,PIA,McLaren,4.0,12.0,Finished,5.0,2024,12,British Grand Prix
55,SAI,Ferrari,5.0,11.0,Finished,7.0,2024,12,British Grand Prix
27,HUL,Haas F1 Team,6.0,8.0,Finished,6.0,2024,12,British Grand Prix
18,STR,Aston Martin,7.0,6.0,Finished,8.0,2024,12,British Grand Prix
14,ALO,Aston Martin,8.0,4.0,Finished,10.0,2024,12,British Grand Prix
23,ALB,Williams,9.0,2.0,Finished,9.0,2024,12,British Grand Prix
22,TSU,RB,10.0,1.0,Finished,13.0,2024,12,British Grand Prix
2,SAR,Williams,11.0,0.0,Finished,12.0,2024,12,British Grand Prix
20,MAG,Haas F1 Team,12.0,0.0,Finished,17.0,2024,12,British Grand Prix
3,RIC,RB,13.0,0.0,Lapped,15.0,2024,12,British Grand Prix
16,LEC,Ferrari,14.0,0.0,Lapped,11.0,2024,12,British Grand Prix
77,BOT,Kick Sauber,15.0,0.0,Lapped,16.0,2024,12,British Grand Prix
31,OCO,Alpine,16.0,0.0,Lapped,18.0,2024,12,British Grand Prix
11,PER,Red Bull Racing,17.0,0.0,Lapped,20.0,2024,12,British Grand Prix
24,ZHO,Kick Sauber,18.0,0.0,Lapped,14.0,2024,12,British Grand Prix
63,RUS,Mercedes,19.0,0.0,Retired,1.0,2024,12,British Grand Prix
10,GAS,Alpine,20.0,0.0,Did not start,19.0,2024,12,British Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,2.0,2024,13,Hungarian Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,1.0,2024,13,Hungarian Grand Prix
44,HAM,Mercedes,3.0,15.0,Finished,5.0,2024,13,Hungarian Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,6.0,2024,13,Hungarian Grand Prix
1,VER,Red Bull Racing,5.0,10.0,Finished,3.0,2024,13,Hungarian Grand Prix
55,SAI,Ferrari,6.0,8.0,Finished,4.0,2024,13,Hungarian Grand Prix
11,PER,Red Bull Racing,7.0,6.0,Finished,16.0,2024,13,Hungarian Grand Prix
63,RUS,Mercedes,8.0,5.0,Finished,17.0,2024,13,Hungarian Grand Prix
22,TSU,RB,9.0,2.0,Finished,10.0,2024,13,Hungarian Grand Prix
18,STR,Aston Martin,10.0,1.0,Finished,8.0,2024,13,Hungarian Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,7.0,2024,13,Hungarian Grand Prix
3,RIC,RB,12.0,0.0,Lapped,9.0,2024,13,Hungarian Grand Prix
27,HUL,Haas F1 Team,13.0,0.0,Lapped,11.0,2024,13,Hungarian Grand Prix
23,ALB,Williams,14.0,0.0,Lapped,13.0,2024,13,Hungarian Grand Prix
20,MAG,Haas F1 Team,15.0,0.0,Lapped,15.0,2024,13,Hungarian Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Lapped,12.0,2024,13,Hungarian Grand Prix
2,SAR,Williams,17.0,0.0,Lapped,14.0,2024,13,Hungarian Grand Prix
31,OCO,Alpine,18.0,0.0,Lapped,19.0,2024,13,Hungarian Grand Prix
24,ZHO,Kick Sauber,19.0,0.0,Lapped,18.0,2024,13,Hungarian Grand Prix
10,GAS,Alpine,20.0,0.0,Retired,20.0,2024,13,Hungarian Grand Prix
44,HAM,Mercedes,1.0,25.0,Finished,3.0,2024,14,Belgian Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,5.0,2024,14,Belgian Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,1.0,2024,14,Belgian Grand Prix
1,VER,Red Bull Racing,4.0,12.0,Finished,11.0,2024,14,Belgian Grand Prix
4,NOR,McLaren,5.0,10.0,Finished,4.0,2024,14,Belgian Grand Prix
55,SAI,Ferrari,6.0,8.0,Finished,7.0,2024,14,Belgian Grand Prix
11,PER,Red Bull Racing,7.0,7.0,Finished,2.0,2024,14,Belgian Grand Prix
14,ALO,Aston Martin,8.0,4.0,Finished,8.0,2024,14,Belgian Grand Prix
31,OCO,Alpine,9.0,2.0,Finished,9.0,2024,14,Belgian Grand Prix
3,RIC,RB,10.0,1.0,Finished,13.0,2024,14,Belgian Grand Prix
18,STR,Aston Martin,11.0,0.0,Finished,15.0,2024,14,Belgian Grand Prix
23,ALB,Williams,12.0,0.0,Finished,10.0,2024,14,Belgian Grand Prix
10,GAS,Alpine,13.0,0.0,Finished,12.0,2024,14,Belgian Grand Prix
20,MAG,Haas F1 Team,14.0,0.0,Finished,17.0,2024,14,Belgian Grand Prix
77,BOT,Kick Sauber,15.0,0.0,Finished,14.0,2024,14,Belgian Grand Prix
22,TSU,RB,16.0,0.0,Finished,20.0,2024,14,Belgian Grand Prix
2,SAR,Williams,17.0,0.0,Finished,18.0,2024,14,Belgian Grand Prix
27,HUL,Haas F1 Team,18.0,0.0,Finished,16.0,2024,14,Belgian Grand Prix
24,ZHO,Kick Sauber,19.0,0.0,Retired,19.0,2024,14,Belgian Grand Prix
63,RUS,Mercedes,20.0,0.0,Disqualified,6.0,2024,14,Belgian Grand Prix
4,NOR,McLaren,1.0,26.0,Finished,1.0,2024,15,Dutch Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,2.0,2024,15,Dutch Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,6.0,2024,15,Dutch Grand Prix
81,PIA,McLaren,4.0,12.0,Finished,3.0,2024,15,Dutch Grand Prix
55,SAI,Ferrari,5.0,10.0,Finished,10.0,2024,15,Dutch Grand Prix
11,PER,Red Bull Racing,6.0,8.0,Finished,5.0,2024,15,Dutch Grand Prix
63,RUS,Mercedes,7.0,6.0,Finished,4.0,2024,15,Dutch Grand Prix
44,HAM,Mercedes,8.0,4.0,Finished,14.0,2024,15,Dutch Grand Prix
10,GAS,Alpine,9.0,2.0,Lapped,9.0,2024,15,Dutch Grand Prix
14,ALO,Aston Martin,10.0,1.0,Lapped,7.0,2024,15,Dutch Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Lapped,12.0,2024,15,Dutch Grand Prix
3,RIC,RB,12.0,0.0,Lapped,13.0,2024,15,Dutch Grand Prix
18,STR,Aston Martin,13.0,0.0,Lapped,8.0,2024,15,Dutch Grand Prix
23,ALB,Williams,14.0,0.0,Lapped,19.0,2024,15,Dutch Grand Prix
31,OCO,Alpine,15.0,0.0,Lapped,15.0,2024,15,Dutch Grand Prix
2,SAR,Williams,16.0,0.0,Lapped,18.0,2024,15,Dutch Grand Prix
22,TSU,RB,17.0,0.0,Lapped,11.0,2024,15,Dutch Grand Prix
20,MAG,Haas F1 Team,18.0,0.0,Lapped,20.0,2024,15,Dutch Grand Prix
77,BOT,Kick Sauber,19.0,0.0,Lapped,16.0,2024,15,Dutch Grand Prix
24,ZHO,Kick Sauber,20.0,0.0,Lapped,17.0,2024,15,Dutch Grand Prix
16,LEC,Ferrari,1.0,25.0,Finished,4.0,2024,16,Italian Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,2.0,2024,16,Italian Grand Prix
4,NOR,McLaren,3.0,16.0,Finished,1.0,2024,16,Italian Grand Prix
55,SAI,Ferrari,4.0,12.0,Finished,5.0,2024,16,Italian Grand Prix
44,HAM,Mercedes,5.0,10.0,Finished,6.0,2024,16,Italian Grand Prix
1,VER,Red Bull Racing,6.0,8.0,Finished,7.0,2024,16,Italian Grand Prix
63,RUS,Mercedes,7.0,6.0,Finished,3.0,2024,16,Italian Grand Prix
11,PER,Red Bull Racing,8.0,4.0,Finished,8.0,2024,16,Italian Grand Prix
23,ALB,Williams,9.0,2.0,Finished,9.0,2024,16,Italian Grand Prix
20,MAG,Haas F1 Team,10.0,1.0,Finished,13.0,2024,16,Italian Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,11.0,2024,16,Italian Grand Prix
43,COL,Williams,12.0,0.0,Finished,18.0,2024,16,Italian Grand Prix
3,RIC,RB,13.0,0.0,Finished,12.0,2024,16,Italian Grand Prix
31,OCO,Alpine,14.0,0.0,Lapped,15.0,2024,16,Italian Grand Prix
10,GAS,Alpine,15.0,0.0,Lapped,14.0,2024,16,Italian Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Lapped,19.0,2024,16,Italian Grand Prix
27,HUL,Haas F1 Team,17.0,0.0,Lapped,10.0,2024,16,Italian Grand Prix
24,ZHO,Kick Sauber,18.0,0.0,Lapped,20.0,2024,16,Italian Grand Prix
18,STR,Aston Martin,19.0,0.0,Lapped,17.0,2024,16,Italian Grand Prix
22,TSU,RB,20.0,0.0,Retired,16.0,2024,16,Italian Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,2.0,2024,17,Azerbaijan Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,1.0,2024,17,Azerbaijan Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,5.0,2024,17,Azerbaijan Grand Prix
4,NOR,McLaren,4.0,13.0,Finished,15.0,2024,17,Azerbaijan Grand Prix
1,VER,Red Bull Racing,5.0,10.0,Finished,6.0,2024,17,Azerbaijan Grand Prix
14,ALO,Aston Martin,6.0,8.0,Finished,7.0,2024,17,Azerbaijan Grand Prix
23,ALB,Williams,7.0,6.0,Finished,9.0,2024,17,Azerbaijan Grand Prix
43,COL,Williams,8.0,4.0,Finished,8.0,2024,17,Azerbaijan Grand Prix
44,HAM,Mercedes,9.0,2.0,Finished,19.0,2024,17,Azerbaijan Grand Prix
50,BEA,Haas F1 Team,10.0,1.0,Finished,10.0,2024,17,Azerbaijan Grand Prix
27,HUL,Haas F1 Team,11.0,0.0,Finished,12.0,2024,17,Azerbaijan Grand Prix
10,GAS,Alpine,12.0,0.0,Finished,18.0,2024,17,Azerbaijan Grand Prix
3,RIC,RB,13.0,0.0,Finished,14.0,2024,17,Azerbaijan Grand Prix
24,ZHO,Kick Sauber,14.0,0.0,Finished,17.0,2024,17,Azerbaijan Grand Prix
31,OCO,Alpine,15.0,0.0,Lapped,20.0,2024,17,Azerbaijan Grand Prix
77,BOT,Kick Sauber,16.0,0.0,Lapped,16.0,2024,17,Azerbaijan Grand Prix
11,PER,Red Bull Racing,17.0,0.0,Retired,4.0,2024,17,Azerbaijan Grand Prix
55,SAI,Ferrari,18.0,0.0,Retired,3.0,2024,17,Azerbaijan Grand Prix
18,STR,Aston Martin,19.0,0.0,Retired,13.0,2024,17,Azerbaijan Grand Prix
22,TSU,RB,20.0,0.0,Retired,11.0,2024,17,Azerbaijan Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2024,18,Singapore Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,2.0,2024,18,Singapore Grand Prix
